Folio,Cliente ,NumeroParte,Nombre ,PROYECTO,LARGO,ANCHO,ALTO,ECT,CORRUGADO,CODIGO,documento
2719343,HFI Monclova,1625015 (PL625 / PL626),REJILLAS,BT1 PASS IP (PL625 / PL626),64/139.5,56,16,32,Plastificado Sencillo,ESP-HFIM-343,https://drive.google.com/open?id=1u4IHcaDR8oiWE-t99Cyvr7qr5XKtO0B1&usp=drive_fs
2719344,HFI Monclova,1625015 (PL625 / PL626),CHAROLA ,BT1 PASS IP (PL625 / PL626),139.5,48.5/56.5,16,32,Plastificado Sencillo,ESP-HFIM-344,https://drive.google.com/open?id=1u7oD-MNdRYDbc5dUefS2vKM60gqUuIEC&usp=drive_fs
2719345,HFI Monclova,1625015 (PL625 / PL626),TAPA TELESCOPICA,BT1 PASS IP (PL625 / PL626),142,123.5,8.5,32,Sencillo,ESP-HFIM-345,https://drive.google.com/open?id=1uAOzyRFP6BftsEIRhXklUzwrll17_Vow&usp=drive_fs
2719346,HFI Monclova,1628012 (PL-628),CAJA CON FONDO,BT1 DRIVER MID (PL-628),60.5,38.5,30.8,32,Sencillo,ESP-HFIM-346,https://drive.google.com/open?id=1uFGDYN6a2YKvBs_0kL8FvQD7ZO52ZZ6i&usp=drive_fs
2719347,HFI Monclova,1628012 (PL-628),REJILLAS,BT1 DRIVER MID (PL-628),59.5,37,30,32,Plastificado Sencillo,ESP-HFIM-347,https://drive.google.com/open?id=1uMFLFSAtqm7pAPlY2Bw_TnCfjdTtVaPQ&usp=drive_fs
2719348,HFI Monclova,1628012 (PL-628),SEPARADOR,BT1 DRIVER MID (PL-628),59.5,36.5,-,32m,32m Corrugado,ESP-HFIM-348,https://drive.google.com/open?id=1uP4C-JTz-dsByPlj_PZVsKW7XaNpMR6_&usp=drive_fs
2719349,HFI Monclova,1628012 (PL-628),TAPA TELESCOPICA,BT1 DRIVER MID (PL-628),62,41,8.5,32,Sencillo,ESP-HFIM-349,https://drive.google.com/open?id=1uTNYq21wPmwzkgQunqvthOstYuc3lSim&usp=drive_fs
2719350,HFI Monclova,162013 (PL-629),CAJA CON FONDO,KNEEBOLSTER (PL-629),82,77.3,68,42,Doble,ESP-HFIM-350,https://drive.google.com/open?id=1uUCIrQYqgiSPXHH6g_rf1JJucUMKXZrk&usp=drive_fs
2719351,HFI Monclova,162013 (PL-629),REJILLAS,KNEEBOLSTER (PL-629),76.3,81,66.5,32m,32m Corrugado,ESP-HFIM-351,https://drive.google.com/open?id=1uXKlcNw7D_9x-kko9Z2KdueK6BEDSyRQ&usp=drive_fs
2719352,HFI Monclova,162013 (PL-629),SEPARADOR,KNEEBOLSTER (PL-629),81,76.3,-,"1""",FOAM,ESP-HFIM-352,https://drive.google.com/open?id=1ucjzJoe4v4kU1iITyZxoacM9AqE7Loo3&usp=drive_fs
2719353,HFI Monclova,162013 (PL-629),TAPA TELESCOPICA,KNEEBOLSTER (PL-629),83,79.3,8.5,32,Sencillo,ESP-HFIM-353,https://drive.google.com/open?id=1ue4aiZZAgp0KHL9SPbZ3U-p29yvWgdQb&usp=drive_fs
2719354,HFI Monclova,1483024(PL-438),CAJA CON FONDO,T1UL DRIVER MID (PL-438),60.5,37.5,17.8,32,Sencillo,ESP-HFIM-354,https://drive.google.com/open?id=10aDTmj8-aXBCb3npyndrYVyaOpme6c6G&usp=drive_fs
2719355,HFI Monclova,1483024(PL-438),REJILLA,T1UL DRIVER MID (PL-438),59.5,36.5,8,32m,32m Corrugado,ESP-HFIM-355,https://drive.google.com/open?id=10b1oaXRmgVMMBUStXENB3Vp-cuasMxj9&usp=drive_fs
2719356,HFI Monclova,1483024(PL-438),SEPARADOR,T1UL DRIVER MID (PL-438),59.5,36.5,-,32m,32m Corrugado,ESP-HFIM-356,https://drive.google.com/open?id=10c7NIMqeC8lf0XveNdyJwBGyEWlrQkZ4&usp=drive_fs
2719357,HFI Monclova,1483024(PL-438),TAPA TELESCOPICA,T1UL DRIVER MID (PL-438),62,40,8.5,32,Sencillo,ESP-HFIM-357,https://drive.google.com/open?id=10fNXZhK9uFb-IeEgf21xna5tBntA7oV2&usp=drive_fs
2719358,HFI Monclova,22X16X9,CAJA NORMAL,708B  22M RR AR CONSOLE LH-RH,56.3,40,22.5,42,Doble,ESP-HFIM-358,
2719359,HFI Monclova,54X38X10,REJILLAS,708B  22M RR AR CONSOLE LH-RH,54.8,38.5,10,32,Sencillo,ESP-HFIM-359,
2719360,HFI Monclova,54X38,SEPARADOR,708B  22M RR AR CONSOLE LH-RH,54.8,38.5,-,32,Sencillo,ESP-HFIM-360,
2719361,HFI Monclova,54X38 FOAM,PAD FOAM,708B  22M RR AR CONSOLE LH-RH,54.8,38.5,-,"1/8""",FOAM,ESP-HFIM-361,
2719362,HFI Monclova,1378020,CAJA CON FONDO,-,60.5,38,28,32,Sencillo,ESP-HFIM-362,
2719363,HFI Monclova,1378021,REJILLAS,-,59.5,37,26.5,500gr,PAPEL,ESP-HFIM-363,
6600001,HFI OBREGON,1537003,SEPARADOR,VOLVO MACK ARM REST,90,60,-,32,Sencillo,ESP-HFIO-001,https://drive.google.com/file/d/17OnFhw7WI-NNXpcR3mp9SNy5yCmu5il2/view?usp=sharing
6600002,HFI OBREGON,1695007,CAJA NORMAL,YAMAHA UTV COVER,92,60,17,42,Doble,ESP-HFIO-002,https://drive.google.com/file/d/1NPBDByfmvYmsjtSazg0FIQ8_YLK9iSjM/view?usp=sharing
6600003,HFI OBREGON,1061005,CAJA NORMAL,NEXUS 19M-HR COVER,56.4,39.6,39.6,51,Doble,ESP-HFIO-003,https://drive.google.com/file/d/1b69jhxkOy6fZFCZOwMWkSTmi7A3mWVCr/view?usp=sharing
6600004,HFI OBREGON,1537006,CAJA NORMAL,-,71,61,39.4,42,Doble,ESP-HFIO-004,https://drive.google.com/file/d/1HYMcWfpj72AtVPNCgRsJktRx5YQpA9Dy/view?usp=sharing
6600005,HFI OBREGON,1341006,CAJA NORMAL,UPS SENTRY COVER,81,61,42,42,Doble,ESP-HFIO-005,https://drive.google.com/file/d/1Tfmz3ZElOc2lINzUAW9va7L0T0tI1EwI/view?usp=sharing
6600006,HFI OBREGON,1536024,CAJA NORMAL,VOLVO MACK ARM REST,91,61,38,42,Doble,ESP-HFIO-006,https://drive.google.com/file/d/1CWw6JAx40ko7eo5li2SDvOC5Mme-PTu7/view?usp=sharing
2810013,HFI ROMITA,1288009,CAJA NORMAL,2020 C1UG ACADIA CONSOLA,60.4,50.4,46.6,32,Sencillo,ESP-HFIR-013,https://drive.google.com/file/d/1xwsqGtgFEyqUmVmoQB53ipTfUK6XGS5e/view?usp=share_link
2820014,HFI ROMITA,1288010,DIV1,2020 C1UG ACADIA CONSOLA,59.5,45,0,32,Sencillo,ESP-HFIR-014,https://drive.google.com/file/d/19DG2zzCppj8CMM0ucD2TnsWtW1TAIJf6/view?usp=share_link
2821015,HFI ROMITA,1288010,DIV2,2020 C1UG ACADIA CONSOLA,49.5,45,0,32,Sencillo,ESP-HFIR-015,https://drive.google.com/file/d/1mD3Vq_jfhp7_tgeNFZjs2anjdJbqN3Lk/view?usp=share_link
2822016,HFI ROMITA,1453007,CAJA NORMAL,220D 24M CONSOLE LID,61,57,37.8,32,Sencillo,ESP-HFIR-016,FALTA FIRMA
2823017,HFI ROMITA,1453008,REJILLAS ,220D 24M CONSOLE LID,60,56,36.5,32,Sencillo,ESP-HFIR-017,FALTA FIRMA
2824018,HFI ROMITA,1417085,CAJA CON FONDO,CPK LD-LX FR/RR DAR,50.5,53,34,32,Sencillo,ESP-HFIR-018,https://drive.google.com/file/d/1BGSqHdirnC7-R0C7JRn3VIvgCur9PPDn/view?usp=sharing
2825019,HFI ROMITA,1417086,REJILLAS ,CPK LD-LX FR/RR DAR,77,77,33.5,32,Sencillo,ESP-HFIR-019,https://drive.google.com/file/d/1BGJeZJL0u-Ga-ML8bHNe_SnlUq1GGYEA/view?usp=sharing
2826020,HFI ROMITA,1416031,TAPA TELESCÓPICA,CPK LD-LX FR/RR DAR,54.5,52,9.5,32,Sencillo,ESP-HFIR-020,https://drive.google.com/file/d/1BHv-ejLctGMKyQt_nRqOgP5kFxFyRbUS/view?usp=sharing
2827021,HFI ROMITA,1181011,REJILLAS ,APPLIQUE C1UL,60.6,60.6,12.7,32,Sencillo,ESP-HFIR-021,https://drive.google.com/file/d/17sUEZYPk0dP_pqTOVzXdvHpOmbizxwQW/view?usp=sharing
2828022,HFI ROMITA,1314011,CAJA NORMAL,30AA 23M ACCORD PASSENGER IP,65.9,48.2,18.3,32,Sencillo,ESP-HFIR-022,https://drive.google.com/file/d/1APFHAygEFEgfnoXgmERL-Y3Q_fIgj-J0/view?usp=sharing
2829023,HFI ROMITA,1314012,REJILLAS ,30AA 23M ACCORD PASSENGER IP,65,47.5,8,32,Sencillo,ESP-HFIR-023,https://drive.google.com/file/d/1Bnqn2sDYF2o5Tg_cV-bjq4hRy9BXl8hT/view?usp=sharing
2830024,HFI ROMITA,1314013,SEPARADOR,30AA 23M ACCORD PASSENGER IP,65,47.5,-,32,Sencillo,ESP-HFIR-024,https://drive.google.com/file/d/1BlPbFZsyg5a15zG_l_1lMDF10m72LPTS/view?usp=sharing
2831025,HFI ROMITA,1314015,CAJA NORMAL,30AA 23M ACCORD DRIVE,60.9,56.9,18.3,32,Sencillo,ESP-HFIR-025,https://drive.google.com/file/d/1BjrkmxrHY0K6p0Q-jaNtq6e5QEyQg1Jp/view?usp=sharing
2832026,HFI ROMITA,13141016,REJILLAS ,30AA 23M ACCORD DRIVE,60,56,17,32,Sencillo,ESP-HFIR-026,FALTA FIRMA
2833027,HFI ROMITA,1377007,REJILLAS ,CX 483 - RH MID TOPPER,55,102,13.6,32,Sencillo,ESP-HFIR-027,https://drive.google.com/file/d/1BVx0Ji53d70-gjAC9ZpLAG7vXZXhKcSb/view?usp=sharing
2834028,HFI ROMITA,1451016,CAJA CON FONDO CTR,-,61,46,35.3,32,Sencillo,ESP-HFIR-028,https://drive.google.com/file/d/1CUVVlYGW2Ex8LAE9zprfMSK3W7cLSI72/view?usp=sharing
2835029,HFI ROMITA,1478002,REJILLAS,LD/LX CONSOLE LID,60,45,22,32,Sencillo,ESP-HFIR-029,https://drive.google.com/file/d/1CRj1WR37T_N6Nfr5LxwggaHjsqv9OKWG/view?usp=sharing
2836030,HFI ROMITA,1484009,CAJA CON FONFO CTR,LA RR QTR AR 2,57,51,29.5,32,Sencillo,ESP-HFIR-030,https://drive.google.com/file/d/1CPIJQ9ypvcf6Ma8cQaxp9iZJWigbmfz_/view?usp=sharing
2837031,HFI ROMITA,1484010,REJILLAS,LA RR QTR AR 2,56,50,28.5,32,Sencillo,ESP-HFIR-031,https://drive.google.com/file/d/1CIHi4uO87Vs2c9btRZuECV2SwAUMukY3/view?usp=sharing
2838032,HFI ROMITA,1484011,TAPA TELESCOPICA,LA RR QTR AR 2,114.5,102.5,8.5,32,Sencillo,ESP-HFIR-032,https://drive.google.com/file/d/1CEMDl2a2QvLitG8uAWSk-vIAilKIRt5p/view?usp=sharing
2839033,HFI ROMITA,1488022,CAJA NORMAL,RU SOFT PANEL WIP-NEW,61,57,63.8,32,Sencillo,ESP-HFIR-033,https://drive.google.com/file/d/1C61VWz_kuTz0JgTu25BP7HuWiUyLygQF/view?usp=sharing
2840034,HFI ROMITA,1488023,REJILLAS,RU SOFT PANEL WIP-NEW,60,56,61.5,32,Sencillo,ESP-HFIR-034,https://drive.google.com/file/d/1C0C0f59dIV6r-nVAYMzXOxYT-csl6atS/view?usp=sharing
2841035,HFI ROMITA,1478000,CAJA NORMAL,LD/LX CONSOLE LID CPK,61,46,23,32,Sencillo,ESP-HFIR-035,https://drive.google.com/file/d/1CSVso7B1azDNbjRzttPOw9a6ZDYGRWkg/view?usp=sharing
2842036,HFI ROMITA,1613015,CAJA NORMAL,CARBOARD,61.5,61.5,67.8,32,Sencillo,ESP-HFIR-036,FALTA FIRMA
2843037,HFI ROMITA,1613017,REJILLAS,CARBOARD,60.5,60.5,67.5,32,Sencillo,ESP-HFIR-037,https://drive.google.com/file/d/1BwvhjX2HGX4SQB8n-7ELRMwHOqx9fmRm/view?usp=sharing
2843038,HFI ROMITA,1681008,REJILLAS,DOOR BLOSTER,39.5,59,7,32,Sencillo,ESP-HFIR-038,https://drive.google.com/file/d/1D3nvmGvmCkbLaHLHcS3kxv2qCT8nfGxK/view?usp=sharing
2845039,HFI ROMITA,1044003,CAJA NORMAL,"24"" X 16"" X 14""",60,40,35,32,Sencillo,ESP-HFIR-039,https://drive.google.com/file/d/1DgRLM0J22GIjtm6pjZYH1Ef43ETFq4jL/view?usp=sharing
2846040,HFI ROMITA,1045006,CAJA NORMAL,"24"" X 16"" X 5""",60,40,13,32,Sencillo,ESP-HFIR-040,https://drive.google.com/file/d/1DeVOlOzhhuyyqBiDb1Jl_rvOv4lJbimm/view?usp=sharing
2847041,HFI ROMITA,1053008,CAJA NORMAL,"24"" X 16"" X 6""",60,40,16,32,Sencillo,ESP-HFIR-041,https://drive.google.com/file/d/1Da_ZK5kkcIAgn8xC0x5JwZvvi25VpJfU/view?usp=sharing
2848042,HFI ROMITA,1181009,CAJA NORMAL,C1UL,60,6,50,32,Sencillo,ESP-HFIR-042,https://drive.google.com/file/d/1D_P8XpHZ6LNqCoKZKKKooZa0BelUhJ65/view?usp=sharing
2849043,HFI ROMITA,1181010,SEPARADOR,C1UL,59,59,-,42,Doble,ESP-HFIR-043,https://drive.google.com/file/d/1DZPnBJm2W0WskuN1ZE0-GV1RGlhKb6xq/view?usp=sharing
2850044,HFI ROMITA,1267037,CAJA CON FONDO,112 X 112 X 35.5,112,112,35.5,32,Sencillo,ESP-HFIR-044,https://drive.google.com/file/d/1DRCS3nyuww99w2uzBuQbDP0_Zi2bIHBZ/view?usp=sharing
2851045,HFI ROMITA,1375010,CAJA NORMAL,"24"" X 20"" X 12""",60,50,30,32,Sencillo,ESP-HFIR-045,https://drive.google.com/file/d/1DGoL_nbWjTTzbwyrguElT4k3qnIVG_Cz/view?usp=sharing
2852046,HFI ROMITA,1376014,CAJA NORMAL,"24"" X 20"" X 12""",60,50,30,32,Sencillo,ESP-HFIR-046,https://drive.google.com/file/d/16VuLNU9jXp2vu-yjL4pADS0GVI5WOwx8/view?usp=sharing
2853047,HFI ROMITA,1377006,CAJA NORMAL,C483 RH TOPPER,100,55,25,32,Sencillo,ESP-HFIR-047,https://drive.google.com/file/d/17J7Ukb_im14KB5UAuh7GKpIgq7Q0QPFJ/view?usp=sharing
2854048,HFI ROMITA,1377008,SEPARADOR,C483 RH TOPPER,99,54,-,32,Sencillo,ESP-HFIR-048,https://drive.google.com/file/d/16N5oUp3W8ZnaZ24XJv8l3G498jkA9gzU/view?usp=sharing
2855049,HFI ROMITA,1382010,CAJA NORMAL,CX727,60,56.5,28,32,Sencillo,ESP-HFIR-049,https://drive.google.com/file/d/16MR1l_A2zHT--v_km8pVSfPuPKdn-Pa0/view?usp=sharing
2856050,HFI ROMITA,1674006,CAJA NORMAL,-,70.6,50.3,31.5,32,Sencillo,ESP-HFIR-050,https://drive.google.com/file/d/1EoJhLKgERTSUCqZ3WWSUTl5JwiIej3G2/view?usp=sharing
2857051,HFI ROMITA,1681009,SEPARADOR,60.5 X 43.5,60.5,43.5,-,32m,Sencillo,ESP-HFIR-051,https://drive.google.com/file/d/165sylN-tFeU-3RfPe7r0b8fLUSNNV3lr/view?usp=sharing
2858052,HFI ROMITA,1681010,TAPA TELESCOPICA,62 X 45 X 10,63,46,10,42,Doble,ESP-HFIR-052,https://drive.google.com/file/d/165fLve63G9sH_SEOXyXTXdhlQ-jGeJ3X/view?usp=sharing
2859053,HFI ROMITA,1727000,CAJA NORMAL,TAOS 21M / DRIVER IP-FS,58,58,26,32,Sencillo,ESP-HFIR-053,https://drive.google.com/file/d/16d_WyJl4gui6QTP-ZL_uS2SaWUAwh-p2/view?usp=sharing
2860054,HFI ROMITA,1727001,REJILLA 14 CAV,TAOS 21M / DRIVER IP-FS,57.5,57.5,6,32,Sencillo,ESP-HFIR-054,https://drive.google.com/file/d/1839lKRmBkE0wANiy1Tgn15BkYOZ4JmE1/view?usp=sharing
2861055,HFI ROMITA,1727002,SEPARADOR,TAOS 21M / DRIVER IP-FS,57.5,57.5,-,32,Sencillo,ESP-HFIR-055,https://drive.google.com/file/d/1OAQmt-tz--RQquYQHWzP8qkZISQ4e__R/view?usp=sharing
2862056,HFI ROMITA,1651003,BOLSA,TAOS 21M / DRIVER IP-FS,"12"" ","6""",-,,1.5 MIL,ESP-HFIR-056,https://drive.google.com/file/d/1IsQbfaNWA4Sezp6mCGpk_-wnr-CDHSGB/view?usp=sharing
2863057,HFI ROMITA,1727004,CAJA CON FONDO ,TAOS 21M / PASSENGER IP-FS,103.5,56,26.8,32,Sencillo,ESP-HFIR-057,https://drive.google.com/file/d/18uXbbwI83dXcHIeUOFfh9L6HOEOTu9wl/view?usp=sharing
2864058,HFI ROMITA,1727005,REJILLA 7 PARTICIONES ,TAOS 21M / PASSENGER IP-FS,103,55,26,32,Sencillo,ESP-HFIR-058,https://drive.google.com/file/d/18e06R-MfjzGFO5DE8hoSeHzZIzDkJxw2/view?usp=sharing
2865059,HFI ROMITA,1727006,SEPARADOR,TAOS 21M / PASSENGER IP-FS,103,55,-,32,Sencillo,ESP-HFIR-059,https://drive.google.com/file/d/18UpjukM3F55CYUO1WNnPPRVh34_XiCG-/view?usp=sharing
2866060,HFI ROMITA,1727007,TAPA TELESCOPICA ,TAOS 21M / PASSENGER IP-FS,106,58.5,8,32,Sencillo,ESP-HFIR-060,https://drive.google.com/file/d/18TZzEjcyjODuSEepnlVZMPZ5qlcxV5AD/view?usp=sharing
2867061,HFI ROMITA,1727008,BOLSA,TAOS 21M / PASSENGER IP-FS,"42""","10""",-,-,2.0 MIL,ESP-HFIR-061,https://drive.google.com/file/d/18I64qaJ6od2AlqrHC0TOvkHyvOw7ajK0/view?usp=sharing
2810062,HFI ROMITA,1374001,CAJA NORMAL,P702 GAPHIDER,61.3,51.2,31.2,32,Sencillo,ESP-HFIR-062,https://drive.google.com/file/d/1XkYergx2Uwbo-7sBKEHvO0ozeAqIcBR1/view?usp=share_link
2820063,HFI ROMITA,1374002,DIV1,P702 GAPHIDER,60,29.5,0,32,Sencillo,ESP-HFIR-063,https://drive.google.com/file/d/19K661p_KRSLbT05a-lLfFbxvpZn0YNxt/view?usp=share_link
2821064,HFI ROMITA,1374002,DIV2,P702 GAPHIDER,50,29.5,0,32,Sencillo,ESP-HFIR-064,https://drive.google.com/file/d/1-LCv2zS8ZturhJH5PL_6IvFSsDI0M6b5/view?usp=share_link
2810065,HFI ROMITA,1156132,CAJA NORMAL,RDX DAR-PL156,60.9,45.7,61.3,32,Sencillo,ESP-HFIR-065,https://drive.google.com/file/d/1EonCdVnwddeTMyZooqSOMcA23ijy7kmq/view?usp=share_link
2820066,HFI ROMITA,1156133,DIV1,RDX DAR-PL156,60,60,0,32,Sencillo,ESP-HFIR-066,https://drive.google.com/file/d/1Fhz1qv6gf2RpuR8PyZe1-UvunVY0cNn5/view?usp=share_link
28210167,HFI ROMITA,1156133,DIV2,RDX DAR-PL156,44.8,60,0,32,Sencillo,ESP-HFIR-067,https://drive.google.com/file/d/10JBmpZSX_vDq_Ta8UhChdt7hZ2w8NQ7N/view?usp=share_link
2811068,HFI ROMITA,P702-GAP HIDER,CAJA CON FONDO ,P702 GAPHIDER,60.9,50.8,60.4,32,Sencillo,ESP-HFIR-068,https://drive.google.com/file/d/1jclVR24mvEK8MgTOJveRzEmbENfugjg6/view?usp=share_link
2820069,HFI ROMITA,P702-GAP HIDER,DIV1,P702 GAPHIDER,60,29.5,0,32,Sencillo,ESP-HFIR-069,https://drive.google.com/file/d/153IgWtZm1TBQY0YDV0v4RitqVXGOlhUy/view?usp=share_link
2821070,HFI ROMITA,P702-GAP HIDER,DIV2,P702 GAPHIDER,50,29.5,0,32,Sencillo,ESP-HFIR-070,https://drive.google.com/file/d/1CTNcyDvuI6z2X-xCU9TRU4l8s4ex7JLb/view?usp=share_link
2814071,HFI ROMITA,P702-GAP HIDER,TAPA TELESCÓPICA,P702 GAPHIDER,124.3,104.4,8,32,Sencillo,ESP-HFIR-071,https://drive.google.com/file/d/1xqclHKlJ_y_zE56BIvfPxmBbHSkMikRY/view?usp=share_link
2820074,HFI ROMITA,DOOR BOLSTER,DIV1,-,39.5,7,0,32m,Micro,ESP-HFIR-074,https://drive.google.com/file/d/1QhKmeThPy-o-LsFeKoWotfZUQh441x5h/view?usp=share_link
2821075,HFI ROMITA,DOOR BOLSTER,DIV2,-,59,7,0,32m,Micro,ESP-HFIR-075,https://drive.google.com/file/d/1QZuNzmnXaEa0iXsMdm-_hMRMEXH7Ciqh/view?usp=share_link
2811076,HFI ROMITA,1308011,CAJA NORMAL,T1XX 22M FR/RR DECO INSERT,60.9,57.1,43.9,32,Sencillo,ESP-HFIR-076,https://drive.google.com/file/d/1epU_ef2uYMLE3Mvd75WQXKn6wwXJId_1/view?usp=share_link
2820077,HFI ROMITA,1308012,DIV1,T1XX 22M FR/RR DECO INSERT,60,42.5,0,32,Sencillo,ESP-HFIR-077,https://drive.google.com/file/d/1DCUC790uqYetgFo2OG6D-F-wRaw1N0cu/view?usp=share_link
2821078,HFI ROMITA,1308012,DIV2,T1XX 22M FR/RR DECO INSERT,56,42.5,0,32,Sencillo,ESP-HFIR-078,https://drive.google.com/file/d/1iR7yMZuTjFhA6r5VokpmPvETr1BlmTTc/view?usp=share_link
2811079,HFI ROMITA,1309004,CAJA CON FONDO ,T1XX 22M RR EXT DECO INSERT,60.9,57.1,35.9,32,Sencillo,ESP-HFIR-079,https://drive.google.com/file/d/1bHoZXuE7c1bB1PRjsPLG47ITRtFHgSdQ/view?usp=share_link
2820080,HFI ROMITA,1309005,DIV1,T1XX 22M RR EXT DECO INSERT,60,34.5,0,32,Sencillo,ESP-HFIR-080,https://drive.google.com/file/d/15UbTUmIENCunez201H0MGuWkYXvN57ih/view?usp=share_link
2821081,HFI ROMITA,1309005,DIV2,T1XX 22M RR EXT DECO INSERT,56,34.5,0,32,Sencillo,ESP-HFIR-081,https://drive.google.com/file/d/1QBaJak8yC17wHNSzmvXnL-cqvYAc-N3m/view?usp=share_link
2819082,HFI ROMITA,1306013,SEPARADOR,T1XX 22M FR/RR,60,56.5,0,1/4',FOAM,ESP-HFIR-082,https://drive.google.com/file/d/1dmU3sr6pe_I_5XtqW6kzYzTV7BfF44j3/view?usp=share_link
2814083,HFI ROMITA,1308014,TAPA TELESCÓPICA,T1XX 22M FR/RR,62.8,59.6,8.4,32,Sencillo,ESP-HFIR-083,https://drive.google.com/file/d/1BB32YnEO8LV81WZCKDw_5ZrCZCHSuC65/view?usp=share_link
2809084,HFI ROMITA,1726009,CAJA NORMAL,2YN CIVIC 21M/ SHIFTER BOOT,56,42,46.3,32,Sencillo,ESP-HFIR-084,https://drive.google.com/file/d/16Xh9lueqS-F1oBs6VMa_g8Leoxzj2JCb/view?usp=sharing
2804085,HFI ROMITA,1726010,REJILLA,2YN CIVIC 21M/ SHIFTER BOOT,55,41,45,32,Sencillo,ESP-HFIR-085,https://drive.google.com/file/d/192LuD3COII--jV866KWlyQej4GwveIlj/view?usp=sharing
2799086,HFI ROMITA,1726011,SEPARADOR,2YN CIVIC 21M/ SHIFTER BOOT,55,51,-,32,Sencillo,ESP-HFIR-086,https://drive.google.com/file/d/18zwwaH-k4Wm3NT-JKqQEG6ummYRc2LlY/view?usp=sharing
2794087,HFI ROMITA,1241014,BOLSA,2YN CIVIC 21M/ SHIFTER BOOT,"12""","10""",-,-,1.0MIL,ESP-HFIR-087,https://drive.google.com/file/d/18wSBGMCSH_QcexB2-7DuT8NWt4Ov08w6/view?usp=sharing
2789088,HFI ROMITA,1677006,REJILLAS,RDX 19M (120 CELL PARTITION),60,60,14.8,32,Sencillo,ESP-HFIR-088,https://drive.google.com/file/d/15lUmNoxhbpdPqwF9-0e84D4tXR6rYfCN/view?usp=sharing
2784089,HFI ROMITA,1251016,CAJA CON FONDO,MALIBU,60,55.5,20.5,32,Sencillo,ESP-HFIR-089,https://drive.google.com/file/d/15fKSAoavpfY_CzFcqpri9b2pDMi1IMjy/view?usp=sharing
2779090,HFI ROMITA,1267038,REJILLAS,CARBOARD C1U,43.5,60,36.2,32,Sencillo,ESP-HFIR-090,https://drive.google.com/file/d/15eH7Yp6VzGmhWrxnPWpHiBG-2eHMU4wE/view?usp=sharing
2774091,HFI ROMITA,1676002,REJILLAS,RDX GLOVE BOX COVER ,59.5,59.5,30,32,Doble,ESP-HFIR-091,https://drive.google.com/file/d/15XPnfeiU6V4H0V3iVPSBW2egGRWZyD5V/view?usp=sharing
2769092,HFI ROMITA,1045007,SEPARADOR,-,60,40,-,32,Sencillo,ESP-HFIR-092,https://drive.google.com/file/d/1RyODMK2GMSzy47qvJ8UxF7WD8qMJa9Kj/view?usp=sharing
2764093,HFI ROMITA,1251017,TAPA TELESCOPICA,-,114,122.5,10,32,Sencillo,ESP-HFIR-093,https://drive.google.com/file/d/10XBVnLi2FeMLaWSF5eVhBrHhyfl72OsI/view?usp=sharing
2759094,HFI ROMITA,1228012,CAJA NORMAL,320B-RAV4,91.5,40.5,41,32,Sencillo,ESP-HFIR-094,https://drive.google.com/file/d/19VFKZFRHHQdpWpG90hRdLDgobYW_7ydD/view?usp=sharing
2754095,HFI ROMITA,1041011,SEPARADOR,C1YB,33,75,,32,Sencillo,ESP-HFIR-095,https://drive.google.com/file/d/1A5uhGFfX-Q6cVxKz4NeFxwviGv9wQbhS/view?usp=sharing
2810096,HFI ROMITA,1186021,CAJA NORMAL,1186021,80.9,60.9,20.3,32,Sencillo,ESP-HFIR-096,https://drive.google.com/file/d/1a4mM-P9TlGqfqM31l3UtXgTY4UKt1b1v/view?usp=share_link
2819097,HFI ROMITA,1186022,SEPARADOR,1186022,80,60.5,0,32,Sencillo,ESP-HFIR-097,https://drive.google.com/file/d/124izjqm2HI1fZsFJ_u5fOjS506lhZu7J/view?usp=share_link
2820098,HFI ROMITA,1186023,DIV1,1186023,80,9.5,0,32,Sencillo,ESP-HFIR-098,https://drive.google.com/file/d/1Shp3Dma8AGLKvICeKEd8UJO86PanrpZ1/view?usp=share_link
28210099,HFI ROMITA,1186023,DIV2,1186023,60,9.5,0,32,Sencillo,ESP-HFIR-099,https://drive.google.com/file/d/1v4usEVU3kHOpkh0akApfLogUp_f6g2OC/view?usp=share_link
2810100,HFI ROMITA,1186024,CAJA NORMAL,1186024,60.9,50.9,20.8,32,Sencillo,ESP-HFIR-100,https://drive.google.com/file/d/11x-qgf2t3hM4Jpd6u2oE2sS1cCtbteMI/view?usp=share_link
2819101,HFI ROMITA,1186025,SEPARADOR,1186025,60,50,0,32,Sencillo,ESP-HFIR-101,https://drive.google.com/file/d/1chl77fdNxkZSkig2lLYAJyXcYbgZlG2o/view?usp=share_link
2820102,HFI ROMITA,1186026,DIV1,1186026,60,9.5,0,32,Sencillo,ESP-HFIR-102,https://drive.google.com/file/d/1uheAGkSA54OB3IImwPhoKuX76XaHmLmO/view?usp=share_link
2821103,HFI ROMITA,1186026,DIV2,1186026,50,9.5,0,32,Sencillo,ESP-HFIR-103,https://drive.google.com/file/d/1EQFiP81oE3NrE_MudP3k-6XWzBEVgTHX/view?usp=share_link
2810104,HFI ROMITA,1186027,CAJA NORMAL,1186027,70.9,50.9,20.3,32,Sencillo,ESP-HFIR-104,https://drive.google.com/file/d/14zQS-y2go1J-_8AEaBj1ry4KPdVgook7/view?usp=share_link
