Folio,Cliente ,NumeroParte,Nombre ,PROYECTO,LARGO,ANCHO,ALTO,ECT,CORRUGADO,CODIGO,documento
2819105,HFI ROMITA,1186028,SEPARADOR,1186028,70,50.5,0,32,Sencillo,ESP-HFIR-105,https://drive.google.com/file/d/1eB4Ag_zOL0quRtWWBSVk5XWjDeZqaQwC/view?usp=share_link
2820106,HFI ROMITA,1186029,DIV1,1186029,71,9.5,0,32,Sencillo,ESP-HFIR-106,https://drive.google.com/file/d/1MD77t8pik_vd7uPzvsbKFXwPfE5rnGOa/view?usp=share_link
2821107,HFI ROMITA,1186029,DIV2,1186029,50.5,9.5,0,32,Sencillo,ESP-HFIR-107,https://drive.google.com/file/d/1C6y2hxn_yTGVrddf_pWE_MCKd1qQcjAe/view?usp=share_link
2822108,HFI ROMITA,1680016,TAPA ,GRAB HANDLE,63.3,40.3,10,32,Sencillo,ESP-HFIR-108,https://drive.google.com/file/d/1E4-If_TFT3MMfPTJYmiTgvGL4KCzlFSZ/view?usp=sharing
2823109,HFI ROMITA,1044004,REJILLA,-,60,40,35,32,Sencillo,ESP-HFIR-109,https://drive.google.com/file/d/1DwSDFFRcJ7GUpyrDSuDPyOphyYytSoyD/view?usp=sharing
2824110,HFI ROMITA,1059009,REJILLA,-,-,-,-,32,-,ESP-HFIR-110,FALTA FIRMA
2820111,HFI ROMITA,1416025,DIV1,LD-LX FR RR,60,40,0,32,Sencillo,ESP-HFIR-111,https://drive.google.com/file/d/1nAYncWvaiynSkpuaJVl2toqSx49M_Gtg/view?usp=share_link
2821112,HFI ROMITA,1416025,DIV2,LD-LX FR RR,56.2,40,0,32,Sencillo,ESP-HFIR-112,https://drive.google.com/file/d/12jmioIncZ6aV1A7u02BqZleNjx7J9iuV/view?usp=share_link
2810113,HFI ROMITA,1416026,CAJA NORMAL,LD-LX FR RR,60.9,57.1,41.3,32,Sencillo,ESP-HFIR-113,https://drive.google.com/file/d/1EHjYxrKNwMroE2lNjohNi_1cYZ86r2Xq/view?usp=share_link
2810114,HFI ROMITA,1419012,CAJA NORMAL,LA FR DAR LH/RH,81.2,60.9,28.3,32,Sencillo,ESP-HFIR-114,https://drive.google.com/file/d/1x1IghxQb6-2Vlg_Mbj024uiuFiq67ys2/view?usp=share_link
2820115,HFI ROMITA,1419013,DIV1,LA FR DAR LH/RH,80,13.5,0,32,Sencillo,ESP-HFIR-115,https://drive.google.com/file/d/15C_ifNOU0aLrgIKbEigyfFhAG6GGgwSv/view?usp=share_link
2821116,HFI ROMITA,1419013,DIV2,LA FR DAR LH/RH,60,13.5,0,32,Sencillo,ESP-HFIR-116,https://drive.google.com/file/d/1VBXN1U4cjIWgj3SBBh01Z4PG_ZV_lJYb/view?usp=share_link
2819117,HFI ROMITA,1419014,SEPARADOR,LA FR DAR LH/RH,80,60,0,32,Sencillo,ESP-HFIR-117,https://drive.google.com/file/d/129i9QhLAD4msfujY8c6PYE__Z7L5xMyD/view?usp=share_link
2811118,HFI ROMITA,1451012,CAJA CON FONDO ,LX CLUSTER BROW,60.9,55.9,35.4,32,Sencillo,ESP-HFIR-118,https://drive.google.com/file/d/1a2UqU9adtO9asoVZTEyfEN8OACRBz-W4/view?usp=share_link
2820119,HFI ROMITA,1451013,REJILLA,LX CLUSTER BROW,60,45,34.5,32,Sencillo,ESP-HFIR-119,https://drive.google.com/file/d/1CcC28r2mM9Ph8tKxMIwGC_okvBiGV3_c/view?usp=sharing
2821120,HFI ROMITA,1672038,REJILLA,RDX SIDE GRARNISH RH/LH,60,90,30.5,32,Sencillo,ESP-HFIR-120,https://drive.google.com/file/d/1BpRbVbVyv7otTFMAm5xvZqfiQ7gq3PBc/view?usp=sharing
2814121,HFI ROMITA,1451014,TAPA TELESCÓPICA,LX CLUSTER BROW,122.8,115.6,10.4,32,Sencillo,ESP-HFIR-121,https://drive.google.com/file/d/1C_vKjZL4nf09-0I8FRi6buAbo-m7mFLl/view?usp=sharing
2807122,HFI ROMITA,1672037,CAJA NORMAL,RDX SIDE GRARNISH RH/LH,91,60.5,31.5,32,Sencillo,ESP-HFIR-122,https://drive.google.com/file/d/1BqSLoTr_WhKDjs4buEbKMfr3l82gVMDm/view?usp=sharing
2800123,HFI ROMITA,2719251,REJILLA,GRAB HANDLE,60,37.2,22.9,32,Sencillo,ESP-HFIR-123,
2793124,HFI ROMITA,58 X 51 X 22.3,CAJA HSC,BT1 PANEL ASM (PL623),58.5,51,22.3,44,Sencillo,ESP-HFIR-124,
2786125,HFI ROMITA,57.5 X 39.7 X 20,REJILLA,BT1 PANEL ASM (PL623),57.5,39.7,20,32,Sencillo,ESP-HFIR-125,
2779126,HFI ROMITA,60 X 52.5 X 7.5,TAPA TELESCOPICA,BT1 PANEL ASM (PL623),60,52.5,7.5,32,Sencillo,ESP-HFIR-126,
2772127,HFI ROMITA,1713006,CAJA CON FONDO,CPK LB 25M CONSOLE LID,57,30.5,24.3,32,Sencillo,ESP-HFIR-127,https://drive.google.com/file/d/1FRAJouzpK8ys38jSvqD1drRR7v-fz3Fv/view?usp=sharing
2772128,HFI ROMITA,1713007,REJILLA,CPK LB 25M CONSOLE LID,56,29.5,23.5,32,Sencillo,ESP-HFIR-128,https://drive.google.com/open?id=14QStCEVm5dZSLq3kgLkfnDDt2M83xbFx&usp=drive_fs
277212801,HFI ROMITA,1713026,REJILLA,CPK LB 25M CONSOLE LID,56,29.5,23.5,32,NOMAR22,ESP-HFIR-129-1,https://drive.google.com/open?id=1AoxFgbBC1vPR5jAHlSUM94GX4i0ye7JT&usp=drive_fs
2772129,HFI ROMITA,1713008,FOAM PAD,CPK LB 25M CONSOLE LID,56,29.5,-,"1/8""",foam,ESP-HFIR-129,https://drive.google.com/file/d/1FWwmyReLjpCW00HlVsOl9WMmzPlslNhP/view?usp=sharing
2751130,HFI ROMITA,1713009,TAPA TELESCOPICA ,CPK LB 25M CONSOLE LID,58,32,8,32,Sencillo,ESP-HFIR-130,https://drive.google.com/file/d/1FYLUIJSL0YfqwxPYhhn4phI9rgsZuoy6/view?usp=sharing
2744131,HFI ROMITA,1714014,CAJA CON FONDO ,CPK LB 25M  LH SIDE PANEL,68.5,46,28.3,32,Sencillo,ESP-HFIR-131,
2737132,HFI ROMITA,1714015,REJILLA,CPK LB 25M  LH SIDE PANEL,67.5,45,13.5,32,Sencillo,ESP-HFIR-132,
2730133,HFI ROMITA,1714016,PAD FOAM,CPK LB 25M  LH SIDE PANEL,67.5,45,-,"1/8""",Foam,ESP-HFIR-133,
2723134,HFI ROMITA,1714017,SEPARADOR,CPK LB 25M  LH SIDE PANEL,67.5,45,-,32,Sencillo,ESP-HFIR-134,
2716135,HFI ROMITA,1714018,TAPA TELESCOPICA,CPK LB 25M  LH SIDE PANEL,69.5,47,8,32,Sencillo,ESP-HFIR-135,
2709136,HFI ROMITA,1414006,CAJA CON FONDO,CPK LB 25M RH SIDE PANEL,66,48.5,33.3,32,Sencillo,ESP-HFIR-136,
2702137,HFI ROMITA,1714007,REJILLA,CPK LB 25M RH SIDE PANEL,65,47.5,15.8,32 NOMAR2S,Sencillo,ESP-HFIR-137,https://drive.google.com/open?id=14ePhVt2Vgue6VoS2qsvyJJfV_RMkLNNp&usp=drive_fs
2695138,HFI ROMITA,1714008,FOAM PAD,CPK LB 25M RH SIDE PANEL,65,47.5,-,"1/8""",Foam,ESP-HFIR-138,https://drive.google.com/file/d/1FrevntkdQO5sO8hqE61JLVmcWTzrZ1sJ/view?usp=sharing
2688139,HFI ROMITA,1714009/1714020,SEPARADOR,CPK LB 25M RH SIDE PANEL,65,47.5,-,32,Sencillo,ESP-HFIR-139,https://drive.google.com/file/d/1G4VzobDR6j_bGMQiwxpB1Nk5x07m1MfN/view?usp=sharing
2681140,HFI ROMITA,1714010,TAPA TELESCOPICA,CPK LB 25M RH SIDE PANEL,67.5,50,8,32,Sencillo,ESP-HFIR-140,https://drive.google.com/file/d/1G4sejN9J_3Bwr5Zfh9fM9gq0Xgjnn5Kv/view?usp=sharing
2674141,HFI ROMITA,1691003,SEPARADOR,SEMIKRAFT PAPER STRIP,5,165,-,300 GR,PAPEL,ESP-HFIR-141,https://drive.google.com/open?id=1HhrZc2cEf8oqda3wfd0_UxW7mmaAaoGW&usp=drive_fs
2667142,HFI ROMITA,1382011,REJILLA,CX727,59,55.5,27,32,Sencillo,ESP-HFIR-142,https://drive.google.com/file/d/1EyYDVzdmDYPj45KvfwEqNpztn695ygVh/view?usp=sharing
2660143,HFI ROMITA,1491011,CAJA NORMAL,T1YL 24M CONSOLE LID,61,57,51.3,32,Sencillo,ESP-HFIR-143,https://drive.google.com/open?id=17SjYquVKcExHS3cO4IQ4moklmjj1PGx0&usp=drive_fs
2653144,HFI ROMITA,1491012,REJILLA,T1YL 24M CONSOLE LID,60,56,50,32,Sencillo,ESP-HFIR-144,https://drive.google.com/open?id=17VWavRLntK7T5X56DzdlT5x011y4lx1a&usp=drive_fs
2646145,HFI ROMITA,1491013,PAD FOAM,T1YL 24M CONSOLE LID,60,56,-, 1/8,Foam,ESP-HFIR-145,https://drive.google.com/open?id=17XSPJQwHRbl22ddMC_0kzTRg1pCsdvdm&usp=drive_fs
2639146,HFI ROMITA,1491014,BOLSA,T1YL 24M CONSOLE LID,"18""","26""",-,1.5 MIL,POLY,ESP-HFIR-146,https://drive.google.com/open?id=17bgsmLCfLdrrG5zIIAe7jDdO46ZqmMKL&usp=drive_fs
2632147,HFI ROMITA,1495007,CAJA NORMAL,T1YL 24M FR END CAP,61,57,51.3,32,Sencillo,ESP-HFIR-147,https://drive.google.com/open?id=17lTaZWag5uLkqe06k2oxWGDWdD8B0dN2&usp=drive_fs
2625148,HFI ROMITA,1495008,REJILLAS,T1YL 24M FR END CAP,60,56,50,32,Sencillo,ESP-HFIR-148,https://drive.google.com/open?id=17nXdVDj65P7pnHY7Tndqet2082l1UZkU&usp=drive_fs
2618149,HFI ROMITA,1495009,PAD FOAM,T1YL 24M FR END CAP,60,56,-, 1/8,FOAM,ESP-HFIR-149,https://drive.google.com/open?id=17uxJ0v3VFTMHI8TLYeecm4hNQBiJ8Rk4&usp=drive_fs
2611150,HFI ROMITA,1495010,BOLSA,T1YL 24M FR END CAP,"18""","26""",-,1.5 MIL.,POLY,ESP-HFIR-150,https://drive.google.com/open?id=184tAFsQMCYfuWeqVgLyJrDu_3HTiqMuY&usp=drive_fs
2604151,HFI ROMITA,1496007,CAJA NORMAL,T1YL 24M RR END CAP,61,57,31.3,32,Sencillo,ESP-HFIR-151,https://drive.google.com/open?id=186cqIwed_Fs_8ocAyb5Wf81fhvBE7IhL&usp=drive_fs
2597152,HFI ROMITA,1496008,REJILLA,T1YL 24M RR END CAP,60,56,30,32,Sencillo,ESP-HFIR-152,https://drive.google.com/open?id=18HCvySRxJy--pVSPa-zsOygfqy56gvYD&usp=drive_fs
2590153,HFI ROMITA,1496009,PAD FOAM,T1YL 24M RR END CAP,60,56,-, 1/8,foam,ESP-HFIR-153,https://drive.google.com/open?id=18QdVIUNj9APfxg0uBF80_aMDydLejR1E&usp=drive_fs
2583154,HFI ROMITA,1496010,BOLSA,T1YL 24M RR END CAP,"18""","26""",-,1.5 MIL.,POLY,ESP-HFIR-154,https://drive.google.com/open?id=18Tvc2FWgOG3aZeNdg17FvvpxFSICcKcW&usp=drive_fs
2576155,HFI ROMITA,1492008,CAJA NORMAL,TYL 24M UPPER RAIL,96.5,61,31.7,42,Doble,ESP-HFIR-155,https://drive.google.com/open?id=18USmufguMwSpeAhOsvFGkDtBDNbS-waK&usp=drive_fs
2569156,HFI ROMITA,1491009,REJILLA,TYL 24M UPPER RAIL,95,59.5,14.6,32,Sencillo,ESP-HFIR-156,https://drive.google.com/open?id=18UkyGXHpkmdIGdZzQ6puLPhp6UREVy2j&usp=drive_fs
2562157,HFI ROMITA,1492010,PAD FOAM,TYL 24M UPPER RAIL,95,59.5,-, 1/8,foam,ESP-HFIR-157,https://drive.google.com/open?id=18XUT2RcjvivNwzZ7ZLMOLDBC5pmnknOI&usp=drive_fs
2555158,HFI ROMITA,1492011,SEPARADOR,TYL 24M UPPER RAIL,95,59.5,-,32,Sencillo,ESP-HFIR-158,https://drive.google.com/open?id=18XnQogQOFqQczdg1WA8pzKbElyd95lgn&usp=drive_fs
2548159,HFI ROMITA,1492012,BOLSA,TYL 24M UPPER RAIL,"18""","46""",-,2 MIL.,POLY,ESP-HFIR-159,https://drive.google.com/open?id=18_nFwPH5v0veAJg1wbVmK0XqGUYghLCQ&usp=drive_fs
2541160,HFI ROMITA,149005,CAJA NORMAL,T1YL24M LOWER RAIL,114.5,61,39.7,42,Doble,ESP-HFIR-160,https://drive.google.com/open?id=18aHY6eae_6BW3PY1fAyGn_2uHE3i84od&usp=drive_fs
2534161,HFI ROMITA,149006,REJILLA,T1YL24M LOWER RAIL,113,59.5,-,32,Sencillo,ESP-HFIR-161,https://drive.google.com/open?id=18c4wAeE-Wz9oppdUwd5gVFQb789kEFl8&usp=drive_fs
2527162,HFI ROMITA,1494007,SEPARADOR,T1YL24M LOWER RAIL,113,59.5,-,32,Sencillo,ESP-HFIR-162,https://drive.google.com/open?id=18ebz4MXIkCR-VU9t_txu2kjG-QGPRMjI&usp=drive_fs
2520163,HFI ROMITA,1494008,BOLSA,T1YL24M LOWER RAIL,"18""","46""",-, 1/8,POLY,ESP-HFIR-163,https://drive.google.com/open?id=18fRSNfMZuwrkTzMtfdeAFe2mfeKNt7i1&usp=drive_fs
2513164,HFI ROMITA,1718000,CAJA CON FONDO ,LB29 DAR FRONT ASSY,121.5,57,28.6,42,Sencillo,ESP-HFIR-164,https://drive.google.com/file/d/1FBSiofRk4ux-FFpfo8BKac8sBw06tUXG/view?usp=sharing
2506165,HFI ROMITA,1718001,REJILLA,LB29 DAR FRONT ASSY,120,55,27,32,Sencillo,ESP-HFIR-165,https://drive.google.com/file/d/1FBfCmw3YckNLN1-C0vV1vHcGzdRD_LBO/view?usp=sharing
2499166,HFI ROMITA,1718002,PAD FOAM,LB29 DAR FRONT ASSY,120,55,-,"1/8""",foam,ESP-HFIR-166,https://drive.google.com/file/d/1FL3HGKlDWoFg__ZOZ8fgoUYGZcFAu-pw/view?usp=sharing
2492167,HFI ROMITA,1718003,TAPA TELESCOPICA,LB29 DAR FRONT ASSY,123,58.5,8,32,Sencillo,ESP-HFIR-167,https://drive.google.com/file/d/1FLS8G25c3XFCVeLelmZGB0tdSz96uL2s/view?usp=sharing
2485168,HFI ROMITA,1718004,BOLSA,LB29 DAR FRONT ASSY,"14""","46""",-,2.0 MIL.,POLY,ESP-HFIR-168,https://drive.google.com/file/d/1FQJFu_2MmCxfE65iz6PYeSO3xfpzHnEp/view?usp=sharing
2478169,HFI ROMITA,1713005,BOLSA,CPK LB 25M CONSOLE LID,"24""","12""",,1.5 MIL.,POLY,ESP-HFIR-169,https://drive.google.com/file/d/1F_sDnw62QiXnbeN5yw69rL9NQ3hWVYqh/view?usp=sharing
2471170,HFI ROMITA,1714005,BOLSA,CPK LB 25M RH SIDE PANEL,"20""","80""",-,1.5 MIL,POLY,ESP-HFIR-170,https://drive.google.com/open?id=152Anx7GHFt-fUz5v3AkPZIVAmuLWe3lg&usp=drive_fs
2464171,HFI ROMITA,1714006,CAJA CON FONDO,CPK LB 25M RH SIDE PANEL,66,48.5,33.3,32,Sencillo,ESP-HFIR-171,https://drive.google.com/file/d/1FfP9auLWs4ArUrd-8DWfRlEeK2FREpu5/view?usp=sharing
2464172,HFI ROMITA,1714011,BOLSA,CPK LB 25M RH SIDE PANEL,"10""","26""",-,1.5 MIL,POLY,ESP-HFIR-172,https://drive.google.com/file/d/1G4smoYp7DY6ZmBcc71G5yx1B9Qyqh84C/view?usp=sharing
2464173,HFI ROMITA,1719002,CAJA CON FONDO ,LB29 25M DOOR UPPER,115,30.5,30.7,42,Doble,ESP-HFIR-173,https://drive.google.com/file/d/1GA8_n1Q0z-x20YboTI5DBpwKehWt4UQz/view?usp=sharing
2464174,HFI ROMITA,1719003-2,TAPA TELESCOPICA,LB29 25M DOOR UPPER,115.5,31.5,8,32,Sencillo,ESP-HFIR-174,https://drive.google.com/file/d/1GDtHJqMf6LZ6CNsmQK21_ekvJHdq-bmQ/view?usp=sharing
2464175,HFI ROMITA,1719004,FOAM PAD,LB29 25M DOOR UPPER,113,29,-,"1/8""",POLY,ESP-HFIR-175,https://drive.google.com/file/d/1GFkVf372_3e8m8l5AKTOtgYBgRmNakrK/view?usp=sharing
2464176,HFI ROMITA,1041010,CAJA CON FONDO,C1YB/BUICK,75.6,34,17.5,32,Sencillo,ESP-HFIR-176,https://drive.google.com/file/d/16W_KLI3awPIhc13bVzvjemyyPxGeBGEM/view?usp=sharing
2464177,HFI ROMITA,1041012,REJILLA,-,74.5,34,8,32,Sencillo,ESP-HFIR-177,https://drive.google.com/file/d/19RiOCX1_9Ow6s0FhShWURGY1hja-rerV/view?usp=sharing
2464178,HFI ROMITA,1041013,TAPA TELESCOPICA,C1YB,76.9,35.3,6.5,32,Sencillo,ESP-HFIR-178,https://drive.google.com/file/d/1AvUAKVXncz60m4hHu7TX4yxzSAsV8ADC/view?usp=sharing
2464179,HFI ROMITA,1042006,REJILLA,-,75.5,33,5.5,32,Sencillo,ESP-HFIR-179,https://drive.google.com/file/d/1Bjc5YoaFSfzpckbSoaAImT0NlY5MVrfU/view?usp=sharing
2464180,HFI ROMITA,1130775,BOLSA,BL75,"14""","18""",-,2 MIL.,POLY,ESP-HFIR-180,https://drive.google.com/file/d/1BFufK2c0LOM2ruJ2xpM9_ItHqSfanyFy/view?usp=sharing
2464181,HFI ROMITA,1148035,CAJA CON FONDO,ORNAMENT FR ,60.5,60.5,48.7,32,Sencillo,ESP-HFIR-181,https://drive.google.com/file/d/1C2Lnv4YYuOSGQ8Uow5gUhE_so8CLGBLz/view?usp=sharing
2464182,HFI ROMITA,1148037,TAPA TELESCOPICA,ORNAMENT FR /RR,62.5,62.5,10.5,32,Sencillo,ESP-HFIR-182,https://drive.google.com/file/d/1DkmEbieF3tJYwAAtI1EVTEn5EBu3ompe/view?usp=sharing
2464183,HFI ROMITA,1148038,CAJA CON FONDO,ORNAMENT RR,60.5,60.5,41.2,32,Sencillo,ESP-HFIR-183,https://drive.google.com/file/d/16WScJ2xnq4zxT_HYgTnDczEFFEaB5b8d/view?usp=sharing
2464184,HFI ROMITA,1148039,REJILLA,ORNAMEN,60,60,40,32,Sencillo,ESP-HFIR-184,https://drive.google.com/file/d/15esYqqkmYMUIg4WufYG_z0VFe86pdwW_/view?usp=sharing
2464185,HFI ROMITA,1149047,CAJA CON FONDO,DAR FR,60.5,50.5,49.5,32,Sencillo,ESP-HFIR-185,https://drive.google.com/file/d/172dREz5KYljJvOmdoAk6VfUyVHih7cKl/view?usp=sharing
2464186,HFI ROMITA,1149049,TAPA TELESCOPICA,DAR FR / RR,62,52,10.5,32,Sencillo,ESP-HFIR-186,https://drive.google.com/file/d/18j1R9CsZI-mMbmxXpV9xU7wRMAh7ILfe/view?usp=sharing
2464187,HFI ROMITA,1149050,CAJA CON FONDO ,DAR RR,60.5,50.5,62,32,Sencillo,ESP-HFIR-187,https://drive.google.com/file/d/18G_MUV3PHM3-s2JTZ-IZHvlKQmqg1mf3/view?usp=sharing
2464188,HFI ROMITA,1149068,REJILLA,-,60,50,49,32,Sencillo,ESP-HFIR-188,https://drive.google.com/file/d/189SWzqmrzfWQ4xoTjgTT9sfgCN5KBOBf/view?usp=sharing
2464189,HFI ROMITA,1149069,REJILLA,149RR,50,60,61.5,32,Sencillo,ESP-HFIR-189,https://drive.google.com/file/d/188A9FX5gVCEiNNsH749q1KDlXasbfyuI/view?usp=sharing
2464190,HFI ROMITA,1228013,REJILLA,320-RAV4,90,39,39.5,32,Sencillo,ESP-HFIR-190,https://drive.google.com/file/d/19Pe3eq_LFd05z-Fj5GOZH0gj_5lig5r-/view?usp=sharing
2464191,HFI ROMITA,125018,REJILLA,-,60,56,20,32,Sencillo,ESP-HFIR-191,https://drive.google.com/file/d/19OreECIUKffTWvm_n5oEHCv5PtVO98LD/view?usp=sharing
2464192,HFI ROMITA,1251035,SEPARADOR,-,58,18,-,300 GR,PAPEL,ESP-HFIR-192,https://drive.google.com/file/d/19EbwbFXVOQBM8ghu5oqdI7sqOPOi0hP2/view?usp=sharing
2464193,HFI ROMITA,1252000,CAJA NORMAL,-,96.4,36.9,19.3,32,Sencillo,ESP-HFIR-193,https://drive.google.com/file/d/1BEmJ79R14SDAZVGKk_gQRTGbxdV1MSAu/view?usp=sharing
2464194,HFI ROMITA,1278006,CAJA CON FONDO,C2UG/G CENTER CONSOLE,61,51,40.3,32,Sencillo,ESP-HFIR-194,https://drive.google.com/file/d/1BD_1fL6p5WkYUqj-BVt8058bgUCxKWC0/view?usp=sharing
2464195,HFI ROMITA,1278007,REJILLA,C2UG/G CENTER CONSOLE,60,50,40,32,Sencillo,ESP-HFIR-195,https://drive.google.com/file/d/1B6bTTvtjICjVXil78fx3o2YGyQE94opi/view?usp=sharing
2464196,HFI ROMITA,1278008,TAPA TELESCOPICA,C2UG/G CENTER CONSOLE,123.5,104,9.5,32,Sencillo,ESP-HFIR-196,https://drive.google.com/file/d/1B1WYGx8pcqzRPq1xG-bSYdHO05WdA9xq/view?usp=sharing
2464197,HFI ROMITA,1308013,PAD FOAM,T1XX 22M FR/RR,60,56.5,-,"1/4""",FOAM,ESP-HFIR-197,https://drive.google.com/file/d/1Az2ptTmGjcUqC67hHEYH2eHojReS9bkn/view?usp=sharing
2464198,HFI ROMITA,1309006,CAJA CON FONDO,T1XX 22M FR-RR DECO INSERT,61,57.2,43.3,32,Sencillo,ESP-HFIR-198,https://drive.google.com/file/d/1AlbxOXbym3pdagKPQlNiLvi99oXj9NYf/view?usp=sharing
2464199,HFI ROMITA,1309007,REJILLA,T1XX 22M FR-RR DECO INSERT,60,56,42.5,32,Sencillo,ESP-HFIR-199,https://drive.google.com/file/d/1AhXhHoX6FgvW7Ou0dPieF7aI2AQZcyLE/view?usp=sharing
2464200,HFI ROMITA,1309008,CAJA CON FONDO,T1XX 22M RR EXT DECO INSERT,61,57.2,35.3,32,Sencillo,ESP-HFIR-200,https://drive.google.com/file/d/1AdtIZYTYUk6YQvvZjtqyAahpMB2WxmYf/view?usp=sharing
2464201,HFI ROMITA,1309009,REJILLA,T1XX 22M RR EXT DECO INSERT,60,56,34.5,32,Sencillo,ESP-HFIR-201,https://drive.google.com/file/d/1ATUqtpaogxjXHZuvMaLAmAgu-6glGcUJ/view?usp=sharing
2464202,HFI ROMITA,1314016,REJILLA,30AA 23M ACCORD DIRVE,60,56,17,32,Sencillo,ESP-HFIR-202,https://drive.google.com/file/d/1BfU0Kysuni_gMZtzqJ8YGQVHLdRfGj8R/view?usp=sharing
2464203,HFI ROMITA,1375011,REJILLA,P702 -GAP HIDER,60,50,29.5,32,Sencillo,ESP-HFIR-203,https://drive.google.com/file/d/1B_66pjl44AtWUTaNtTCYGiEz370KOWgg/view?usp=sharing
2464204,HFI ROMITA,1376015,REJILLA,CX483-LH MID TOPPER,50,70,22.5,32,Sencillo,ESP-HFIR-204,https://drive.google.com/file/d/1BVzeS8oEBmFDz2CQmPPjkvj9EWUF9Iu5/view?usp=sharing
2464205,HFI ROMITA,1428013,SEPARADOR,-,5,80,-,200 GR,PAPEL,ESP-HFIR-205,https://drive.google.com/file/d/1CfOv3IYdVe4ZalSHaFTf--tFm4PXKxKe/view?usp=sharing
2464206,HFI ROMITA,1676003,TAPA TELESCOPICA,RDX GLOVE BOX COVER ,62,62,10,32,Sencillo,ESP-HFIR-206,https://drive.google.com/file/d/1D7Qcs6M4B4GBQlzL9Q2Z2KOMiMYjn2zu/view?usp=sharing
2464207,HFI ROMITA,1680013,CAJA CON FONDO,GRAB HANDLE,60.8,37.8,23.9,32,Sencillo,ESP-HFIR-207,https://drive.google.com/file/d/1D6ZxNpBlJUBoeM6Nyg5aVTqArzgHlI9K/view?usp=sharing
2464208,HFI ROMITA,1681007,CAJA CON FONDO,DOOR BLOSTER,61,41,23,32,Sencillo,ESP-HFIR-208,https://drive.google.com/file/d/1D460TiHuQYXyRKiNXYe_8-NSw09dLjsV/view?usp=sharing
2464209,HFI ROMITA,1691004,CAJA NORMAL,JETTA,52.58,27,14.4,32,Sencillo,ESP-HFIR-209,https://drive.google.com/file/d/1D3MjUw9nB8qvylc9aSqwgyrye7MPGSjq/view?usp=sharing
2464210,HFI ROMITA,1453009,CAJA NORMAL,220D 24M CONSOLE LID,61,57,39,32,Sencillo,ESP-HFIR-210,https://drive.google.com/file/d/1D2-a5YC2lHv3bKFw34VV_KTOjnAIcIzP/view?usp=sharing
2464211,HFI ROMITA,1453008,REJILLA,220D 24M CONSOLE LID,59.5,55.5,36.5,32,Sencillo,ESP-HFIR-211,https://drive.google.com/file/d/1Cz2qfoSVTdmyYmjpR8mptjUVsCjbHSBA/view?usp=sharing
2464212,HFI ROMITA,1419018,CAJA CON FONDO ,IPF CPK LA FR DAR,58,45.5,73.8,32,Sencillo,ESP-HFIR-212,https://drive.google.com/file/d/1Cylx0XNppS-xkYsfz3yjIK-QrFC4SPlU/view?usp=sharing
2464213,HFI ROMITA,1677005,BOLSA,-,10,20,-,150 CAL,POLY,ESP-HFIR-213,https://drive.google.com/file/d/1CtwfpTVr1h0nLDr-O7g72aS6Vr8ikOCi/view?usp=sharing
2464214,HFI ROMITA,1672040,BOLSA,-,31,66,-,150 CAL,POLY,ESP-HFIR-214,https://drive.google.com/file/d/1ClS99ym1CkhANmaId5iHwajp9LfWC_nK/view?usp=sharing
2464215,HFI ROMITA,1484008,BOLSA,-,"8""","18""",-,1.5 CAL,POLY,ESP-HFIR-215,https://drive.google.com/file/d/1Cl31KHuNqrwAvxnoyXtyrGNwflQBqUVz/view?usp=sharing
2464216,HFI ROMITA,1676008,PAD FOAM,-,60,60,-,"1/6""",FOAM,ESP-HFIR-216,https://drive.google.com/file/d/1Dkw9Tp6zSjIivSsr3qeyRzxflRdQ18zG/view?usp=sharing
2464217,HFI ROMITA,1419019,REJILLA,IPF CPK LA FR DAR,57.5,45,65,32,Sencillo,ESP-HFIR-217,https://drive.google.com/file/d/1DjB6-SCt6bMDA04Zg7nQv6WA4nq_bzeM/view?usp=sharing
2464218,HFI ROMITA,1419020,TAPA TELESCOPICA,IPF CPK LA FR DAR,59.5,47,8,32,Sencillo,ESP-HFIR-218,https://drive.google.com/file/d/1DitAXXXoqxgN1wB_K-5SqSIzU2YLWvkm/view?usp=sharing
2464219,HFI ROMITA,1613015,CAJA NORMAL,CARBOARD,61.5,51.5,67.8,32,Sencillo,ESP-HFIR-219,https://drive.google.com/file/d/1Di_43j50zQjkdXSiXLY9s1zYajCAOSEN/view?usp=sharing
2464220,HFI ROMITA,1677002,CAJA NORMAL,"23""X23""X61""",60.5,60.5,16.3,32,Sencillo,ESP-HFIR-220,https://drive.google.com/file/d/166HwbL7C7Id_26XOIuLN3hydm7kXEld7/view?usp=sharing
2464221,HFI ROMITA,3X3X86,ESQUINERO,"3""X3""X86cm","3""","3""",86,-,-,ESP-HFIR-221,https://drive.google.com/file/d/161mZdbK10_eNY_J0JiPCnocrn4pMqCvK/view?usp=sharing
2464222,HFI ROMITA,1478024,CAJA CON FONDO,LD/LX CONSOLE,61,45.5,22.7,32,Sencillo,ESP-HFIR-222,https://drive.google.com/file/d/17mnmI11IO0RQ7u7T9kEPhc829McN9_pZ/view?usp=sharing
2464223,HFI ROMITA,1478026,REJILLA,LD/LX CONSOLE,60,44.5,21.6,32,Sencillo,ESP-HFIR-223,https://drive.google.com/file/d/17ldb-N3qokZtggj0tVNzZVoyqDrw5wnC/view?usp=sharing
